Id;RequiredRank;Lat;Lon;StartDay;StartMonth;StartYear;StartHour;StartMinute;EndDay;EndMonth;EndYear;EndHour;EndMinute
1;66;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
2;51;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
3;11;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
4;83;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
5;49;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
6;13;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
7;75;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
8;36;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
9;11;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
10;79;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
11;44;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
12;13;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
13;78;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
14;45;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
15;17;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
16;65;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
17;32;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
18;10;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
19;68;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
20;37;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
21;17;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
22;83;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
23;32;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
24;12;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
25;66;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
26;54;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
27;19;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
28;66;50.1861;15.0417;1;10;2025;18;30;1;10;2025;20;30
29;43;50.1861;15.0417;1;10;2025;18;30;1;10;2025;20;30
30;16;50.1861;15.0417;1;10;2025;18;30;1;10;2025;20;30
31;83;49.1951;16.6068;2;10;2025;18;0;2;10;2025;20;0
32;51;49.1951;16.6068;2;10;2025;18;0;2;10;2025;20;0
33;8;49.1951;16.6068;2;10;2025;18;0;2;10;2025;20;0
34;79;50.0281;15.2006;2;10;2025;17;45;2;10;2025;19;45
35;33;50.0281;15.2006;2;10;2025;17;45;2;10;2025;19;45
36;17;50.0281;15.2006;2;10;2025;17;45;2;10;2025;19;45
37;75;50.0755;14.4378;4;10;2025;18;0;4;10;2025;20;0
38;51;50.0755;14.4378;4;10;2025;18;0;4;10;2025;20;0
39;5;50.0755;14.4378;4;10;2025;18;0;4;10;2025;20;0
40;75;50.6607;14.0322;4;10;2025;18;0;4;10;2025;20;0
41;49;50.6607;14.0322;4;10;2025;18;0;4;10;2025;20;0
42;14;50.6607;14.0322;4;10;2025;18;0;4;10;2025;20;0
43;74;49.3088;14.1475;4;10;2025;18;0;4;10;2025;20;0
44;37;49.3088;14.1475;4;10;2025;18;0;4;10;2025;20;0
45;8;49.3088;14.1475;4;10;2025;18;0;4;10;2025;20;0
46;75;49.1439;15.003;5;10;2025;18;0;5;10;2025;20;0
47;34;49.1439;15.003;5;10;2025;18;0;5;10;2025;20;0
48;9;49.1439;15.003;5;10;2025;18;0;5;10;2025;20;0
49;74;49.4719;17.1102;5;10;2025;18;0;5;10;2025;20;0
50;35;49.4719;17.1102;5;10;2025;18;0;5;10;2025;20;0
51;19;49.4719;17.1102;5;10;2025;18;0;5;10;2025;20;0
52;76;49.9391;17.9026;5;10;2025;18;0;5;10;2025;20;0
53;51;49.9391;17.9026;5;10;2025;18;0;5;10;2025;20;0
54;14;49.9391;17.9026;5;10;2025;18;0;5;10;2025;20;0
55;82;49.8209;18.2625;11;10;2025;17;30;11;10;2025;19;30
56;42;49.8209;18.2625;11;10;2025;17;30;11;10;2025;19;30
57;10;49.8209;18.2625;11;10;2025;17;30;11;10;2025;19;30
58;80;49.1951;16.6068;11;10;2025;18;0;11;10;2025;20;0
59;33;49.1951;16.6068;11;10;2025;18;0;11;10;2025;20;0
60;8;49.1951;16.6068;11;10;2025;18;0;11;10;2025;20;0
