Id;RequiredRank;Lat;Lon;StartDay;StartMonth;StartYear;StartHour;StartMinute;EndDay;EndMonth;EndYear;EndHour;EndMinute
26;82;49.5944;18.0103;8;3;2026;16;0;8;3;2026;18;0
27;80;49.5944;18.0103;8;3;2026;16;0;8;3;2026;18;0
34;80;49.7438;15.3389;8;3;2026;18;0;8;3;2026;20;0
35;78;49.7438;15.3389;8;3;2026;18;0;8;3;2026;20;0
38;83;49.7438;15.3389;8;3;2026;18;0;8;3;2026;20;0
39;80;49.7438;15.3389;8;3;2026;18;0;8;3;2026;20;0
40;78;49.755;16.467;8;3;2026;18;0;8;3;2026;20;0
41;77;49.755;16.467;8;3;2026;18;0;8;3;2026;20;0
44;60;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
45;59;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
66;31;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
67;30;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
68;28;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
69;30;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
76;30;49.1951;16.6068;8;3;2026;10;0;8;3;2026;12;0
77;33;49.1951;16.6068;8;3;2026;10;0;8;3;2026;12;0
78;33;50.2103;15.8327;8;3;2026;13;0;8;3;2026;15;0
79;33;50.2103;15.8327;8;3;2026;13;0;8;3;2026;15;0
86;27;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
87;27;49.7438;15.3389;8;3;2026;10;0;8;3;2026;12;0
88;33;49.8209;18.2625;8;3;2026;12;0;8;3;2026;14;0
89;33;49.8209;18.2625;8;3;2026;12;0;8;3;2026;14;0
94;30;49.7438;15.3389;8;3;2026;11;0;8;3;2026;13;0
95;28;49.7438;15.3389;8;3;2026;11;0;8;3;2026;13;0
96;33;49.7384;13.3736;8;3;2026;15;0;8;3;2026;17;0
97;30;49.7384;13.3736;8;3;2026;15;0;8;3;2026;17;0
98;27;50.0755;14.4378;8;3;2026;15;0;8;3;2026;17;0
99;28;50.0755;14.4378;8;3;2026;15;0;8;3;2026;17;0
106;30;49.9386;17.9025;8;3;2026;12;30;8;3;2026;14;30
107;29;49.9386;17.9025;8;3;2026;12;30;8;3;2026;14;30
114;32;49.3955;13.2951;8;3;2026;10;30;8;3;2026;12;30
115;30;49.3955;13.2951;8;3;2026;10;30;8;3;2026;12;30
116;28;49.7438;15.3389;8;3;2026;14;0;8;3;2026;16;0
117;28;49.7438;15.3389;8;3;2026;14;0;8;3;2026;16;0
