Id;RequiredRank;Lat;Lon;StartDay;StartMonth;StartYear;StartHour;StartMinute;EndDay;EndMonth;EndYear;EndHour;EndMinute
1;82;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
2;40;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
3;10;49.4719;17.1102;26;9;2025;17;0;26;9;2025;19;0
4;76;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
5;51;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
6;19;49.9391;17.9026;27;9;2025;18;30;27;9;2025;20;30
7;65;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
8;50;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
9;10;50.0755;14.4378;27;9;2025;17;30;27;9;2025;19;30
10;81;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
11;40;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
12;11;50.0755;14.4378;27;9;2025;18;0;27;9;2025;20;0
13;76;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
14;51;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
15;15;49.3088;14.1475;28;9;2025;17;0;28;9;2025;19;0
16;80;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
17;47;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
18;9;50.6607;14.0322;28;9;2025;18;0;28;9;2025;20;0
19;83;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
20;33;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
21;6;49.8209;18.2625;1;10;2025;17;30;1;10;2025;19;30
22;80;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
23;51;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
24;10;50.0755;14.4378;1;10;2025;20;0;1;10;2025;22;0
25;77;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
26;30;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
27;6;50.0343;15.7812;1;10;2025;17;30;1;10;2025;19;30
28;66;50.1861;15.0417;1;10;2025;18;30;1;10;2025;20;30
